# Figure-4 interim queue ledger. One row per RUN, one run per pressure leg.
# Separate from screen_ledger.csv on purpose: that file is the sealed section 9
# ledger of the reference screen, and these runs belong to the Figure-4
# pre-analysis amendment, not to the sealed screen. `pressure` and `segment`
# are columns here that section 9 does not have -- section 9's column set is
# sealed and its two pressure legs are therefore two identical-looking rows.
# This file is mine, so it records the leg and the segment that produced it.
stem,stage,grade,pressure,segment,init_cycles,prod_cycles,job,walltime,nsim,group,attempt,status,submitted_at
2009[Zn][pcu]3[ASR]6,stage1,floor,p65,sample,2000,10000,f4_254_p65,11:16:00,2496,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][srs]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_255_p05,10:05:00,2232,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][srs]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_255_p65,10:05:00,2232,,1,submitted_reconciled,2026-09-02T21:38:28Z
2010[AgTb][nan]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_256_p05,10:07:00,2240,,1,submitted_reconciled,2026-09-02T21:38:28Z
2010[AgTb][nan]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_256_p65,10:07:00,2240,,1,submitted_reconciled,2026-09-02T21:38:28Z
2010[Ag][nan]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_257_p05,30:05:00,6656,,1,submitted_reconciled,2026-09-02T21:38:28Z
2010[Ag][nan]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_257_p65,30:05:00,6656,,1,submitted_reconciled,2026-09-02T21:38:28Z
2010[Ag][pts]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_258_p05,12:08:00,2688,,1,submitted_reconciled,2026-09-02T21:38:28Z
2010[Ag][pts]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_258_p65,12:08:00,2688,ac,1,submitted,2026-09-02T21:41:02Z
2010[Bi][dia]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_259_p05,05:22:00,1188,aa,1,submitted,2026-09-02T21:41:02Z
2010[Bi][dia]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_259_p65,05:22:00,1188,amd,1,submitted,2026-09-02T21:41:02Z
2010[Cd][dia]3[ASR]5,stage1,floor,p05,sample,2000,10000,f4_260_p05,13:10:00,2916,ac,1,submitted,2026-09-02T21:41:02Z
2010[Cd][dia]3[ASR]5,stage1,floor,p65,sample,2000,10000,f4_260_p65,13:10:00,2916,aa,1,submitted,2026-09-02T21:41:02Z
2010[Cd][dia]3[FSR]4,stage1,floor,p05,sample,2000,10000,f4_261_p05,17:04:00,3776,amd,1,submitted,2026-09-02T21:41:02Z
2010[Cd][dia]3[FSR]4,stage1,floor,p65,sample,2000,10000,f4_261_p65,17:04:00,3776,ac,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nan]3[ASR]13,stage1,floor,p05,sample,2000,10000,f4_262_p05,06:30:00,1440,aa,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nan]3[ASR]13,stage1,floor,p65,sample,2000,10000,f4_262_p65,06:30:00,1440,amd,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nan]3[ASR]8,stage1,floor,p05,sample,2000,10000,f4_263_p05,31:14:00,6912,ac,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nan]3[ASR]8,stage1,floor,p65,sample,2000,10000,f4_263_p65,31:14:00,6912,aa,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nan]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_264_p05,72:00:00,16896,amd,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nan]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_264_p65,72:00:00,16896,ac,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ASR]5,stage1,floor,p05,sample,2000,10000,f4_265_p05,14:01:00,3104,aa,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ASR]5,stage1,floor,p65,sample,2000,10000,f4_265_p65,14:01:00,3104,amd,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ASR]6,stage1,floor,p05,sample,2000,10000,f4_266_p05,14:01:00,3104,ac,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ASR]6,stage1,floor,p65,sample,2000,10000,f4_266_p65,14:01:00,3104,aa,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ASR]7,stage1,floor,p05,sample,2000,10000,f4_267_p05,14:01:00,3104,amd,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ASR]7,stage1,floor,p65,sample,2000,10000,f4_267_p65,14:01:00,3104,ac,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ION]13,stage1,floor,p05,sample,2000,10000,f4_268_p05,14:45:00,3264,aa,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ION]13,stage1,floor,p65,sample,2000,10000,f4_268_p65,14:45:00,3264,amd,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ION]7,stage1,floor,p05,sample,2000,10000,f4_269_p05,14:45:00,3264,ac,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ION]7,stage1,floor,p65,sample,2000,10000,f4_269_p65,14:45:00,3264,aa,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ION]9,stage1,floor,p05,sample,2000,10000,f4_270_p05,14:45:00,3264,amd,1,submitted,2026-09-02T21:41:02Z
2010[Cd][nuc]3[ION]9,stage1,floor,p65,sample,2000,10000,f4_270_p65,14:45:00,3264,ac,1,submitted,2026-09-02T21:41:02Z
2010[Cd][pcu]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_271_p05,11:25:00,2528,aa,1,submitted,2026-09-02T21:41:02Z
2010[Cd][pcu]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_271_p65,11:25:00,2528,amd,1,submitted,2026-09-02T21:41:02Z
2010[Cd][pts]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_272_p05,20:10:00,4464,ac,1,submitted,2026-09-02T21:41:02Z
2010[Cd][pts]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_272_p65,20:10:00,4464,aa,1,submitted,2026-09-02T21:41:02Z
2010[Cd][sqc]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_273_p05,19:02:00,4212,amd,1,submitted,2026-09-02T21:41:02Z
2010[Cd][sqc]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_273_p65,19:02:00,4212,ac,1,submitted,2026-09-02T21:41:02Z
2010[CoLa][pcu]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_274_p05,09:16:00,2052,aa,1,submitted,2026-09-02T21:41:02Z
2010[CoLa][pcu]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_274_p65,09:16:00,2052,amd,1,submitted,2026-09-02T21:41:02Z
2010[Co][lvt]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_275_p05,05:29:00,1216,ac,1,submitted,2026-09-02T21:41:02Z
2010[Co][lvt]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_275_p65,05:29:00,1216,aa,1,submitted,2026-09-02T21:41:02Z
2010[Co][nan]3[ASR]4,stage1,floor,p05,sample,2000,10000,f4_276_p05,11:08:00,2464,amd,1,submitted,2026-09-02T21:41:02Z
2010[Co][nan]3[ASR]4,stage1,floor,p65,sample,2000,10000,f4_276_p65,11:08:00,2464,ac,1,submitted,2026-09-02T21:41:02Z
2010[Co][nan]3[ASR]6,stage1,floor,p05,sample,2000,10000,f4_277_p05,08:14:00,1824,aa,1,submitted,2026-09-02T21:41:02Z
2010[Co][nan]3[ASR]6,stage1,floor,p65,sample,2000,10000,f4_277_p65,08:14:00,1824,amd,1,submitted,2026-09-02T21:41:02Z
2010[Co][pcu]3[ASR]3,stage1,floor,p05,sample,2000,10000,f4_278_p05,09:45:00,2160,ac,1,submitted,2026-09-02T21:53:55Z
2010[Co][pcu]3[ASR]3,stage1,floor,p65,sample,2000,10000,f4_278_p65,09:45:00,2160,aa,1,submitted,2026-09-02T22:04:46Z
